,Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Compensation
1695,F,31.0,Masters,Medical,3.0,Sales,Medium,Associate,2.0,No,Excellent,9.0,2.0,1.0,1.0,1.0,2.0,6.6971,NY,44.0,Divorced,17.0,No Option Plan,Low
1696,M,27.0,Below College,Marketing,4.0,Finance,High,Junior Associate,0.0,No,Excellent,5.0,3.0,3.0,3.0,0.0,2.0,13.2561,NJ,35.0,Divorced,11.0,Full Option Plan,Low
1697,M,45.0,Masters,Life Sciences,1.0,Finance,Low,Associate,2.0,No,Excellent,5.0,4.0,3.0,1.0,0.0,0.0,5.5761,NY,21.0,Married,14.0,Large Option Plan,Low
1698,F,24.0,Some College,Life Sciences,2.0,Finance,Low,Associate,9.0,No,Excellent,4.0,3.0,3.0,2.0,2.0,0.0,7.5875,NJ,20.0,Single,14.0,No Option Plan,Low
1699,F,50.0,Some College,Technical Degree,4.0,Finance,Medium,Associate,3.0,Yes,Excellent,18.0,4.0,3.0,3.0,1.0,3.0,18.0103,NY,31.0,Married,14.0,Full Option Plan,Low
1700,F,47.0,Some College,Life Sciences,5.0,Finance,Medium,Associate,4.0,Yes,Excellent,8.0,2.0,3.0,4.0,1.0,3.0,6.3574,NY,23.0,Single,12.0,No Option Plan,Low
1701,M,26.0,Bachelors,Technical Degree,4.0,Sales,Very High,Associate,6.0,No,Excellent,6.0,2.0,2.0,3.0,1.0,2.0,15.4926,NY,35.0,Single,17.0,No Option Plan,Low
1702,F,33.0,Bachelors,Marketing,3.0,Sales,Low,Associate,5.0,No,Excellent,6.0,3.0,3.0,2.0,0.0,2.0,10.4839,NY,44.0,Single,15.0,No Option Plan,Low
1703,M,49.0,Bachelors,Marketing,9.0,Sales,High,Manager,1.0,No,Excellent,9.0,3.0,4.0,8.0,7.0,7.0,10.3339,NY,49.0,Married,18.0,Large Option Plan,Low
1704,F,55.0,Below College,Medical,9.0,Sales,High,Associate,4.0,No,Excellent,12.0,3.0,2.0,7.0,7.0,3.0,10.4835,NY,20.0,Single,16.0,No Option Plan,Low
1705,M,29.0,Bachelors,Medical,3.0,Marketing,Medium,Junior Associate,6.0,Yes,Excellent,5.0,3.0,3.0,2.0,0.0,2.0,5.7782,NY,38.0,Divorced,19.0,Small Option Plan,Low
1706,M,20.0,Bachelors,Medical,2.0,Marketing,High,Junior Associate,1.0,No,Excellent,2.0,3.0,2.0,2.0,0.0,2.0,7.638,NJ,21.0,Single,13.0,No Option Plan,Low
1707,F,25.0,Some College,Marketing,1.0,Marketing,High,Junior Associate,1.0,Yes,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,4.1384,NY,48.0,Married,18.0,Small Option Plan,Low
1708,F,19.0,Bachelors,Other,1.0,Marketing,Very High,Junior Associate,1.0,Yes,Excellent,1.0,3.0,4.0,0.0,0.0,0.0,12.2688,NY,24.0,Single,13.0,No Option Plan,Low
1709,M,36.0,Below College,Life Sciences,16.0,Marketing,High,Manager,1.0,Yes,Excellent,16.0,6.0,3.0,7.0,3.0,7.0,15.9391,NY,33.0,Married,11.0,Full Option Plan,Low
1710,F,37.0,Masters,Life Sciences,14.0,Sales,Low,Manager,5.0,No,Excellent,17.0,2.0,1.0,1.0,11.0,7.0,16.0763,NJ,46.0,Married,11.0,No Option Plan,Low
1711,M,40.0,Bachelors,Life Sciences,1.0,Sales,Medium,Executive,4.0,Yes,Excellent,22.0,2.0,2.0,0.0,0.0,0.0,14.309,NJ,43.0,Single,16.0,No Option Plan,Low
1712,F,26.0,Some College,Medical,2.0,Sales,Medium,Associate,8.0,No,Excellent,7.0,6.0,3.0,2.0,2.0,2.0,6.2787,NJ,31.0,Single,18.0,No Option Plan,Low
1713,M,52.0,Below College,Marketing,32.0,Sales,Low,VP to C-Level,1.0,No,Excellent,33.0,3.0,3.0,14.0,6.0,9.0,10.933,NY,44.0,Married,15.0,Full Option Plan,Low
1714,F,20.0,Bachelors,Marketing,2.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,2.0,3.0,3.0,2.0,0.0,2.0,17.4548,NJ,28.0,Single,14.0,No Option Plan,Low
1715,M,35.0,Bachelors,Technical Degree,8.0,Sales,Very High,Manager,0.0,Yes,Outstanding,9.0,2.0,3.0,7.0,4.0,7.0,3.7432,NY,44.0,Single,22.0,No Option Plan,Low
1716,M,50.0,Masters,Other,0.0,Finance,Very High,Associate,3.0,Yes,Excellent,5.0,4.0,3.0,0.0,0.0,0.0,9.0001,NY,38.0,Single,14.0,No Option Plan,Low
1717,M,33.0,Masters,Marketing,5.0,Finance,Low,Associate,0.0,Yes,Excellent,6.0,3.0,3.0,2.0,0.0,3.0,15.7234,NJ,49.0,Single,17.0,No Option Plan,Low
1718,M,29.0,Below College,Life Sciences,11.0,Finance,Very High,Manager,1.0,No,Excellent,11.0,3.0,1.0,8.0,3.0,10.0,10.5383,NJ,31.0,Married,13.0,Full Option Plan,Low
1719,M,42.0,Bachelors,Life Sciences,21.0,Finance,High,Executive,0.0,Yes,Excellent,22.0,2.0,2.0,9.0,13.0,14.0,18.1517,NY,36.0,Single,12.0,No Option Plan,Low
1720,F,43.0,Bachelors,Marketing,4.0,Finance,Low,Associate,8.0,No,Excellent,7.0,2.0,2.0,3.0,1.0,3.0,15.1336,NY,40.0,Single,13.0,No Option Plan,Low
1721,M,25.0,Below College,Life Sciences,1.0,Sales,High,Junior Associate,1.0,Yes,Excellent,1.0,4.0,3.0,0.0,1.0,0.0,10.3519,NY,48.0,Single,14.0,No Option Plan,Low
1722,M,45.0,Bachelors,Marketing,24.0,Sales,Low,VP to C-Level,2.0,Yes,Excellent,26.0,2.0,3.0,10.0,1.0,11.0,12.3188,NJ,30.0,Single,16.0,No Option Plan,Low
1723,M,40.0,Masters,Marketing,5.0,Sales,Very High,Manager,2.0,Yes,Excellent,9.0,2.0,3.0,4.0,1.0,0.0,1.5185,NY,19.0,Single,12.0,No Option Plan,Low
1724,M,52.0,Bachelors,Life Sciences,8.0,Sales,Medium,Manager,9.0,Yes,Excellent,10.0,2.0,2.0,7.0,7.0,7.0,18.664,NJ,25.0,Single,19.0,No Option Plan,Low
1725,M,31.0,Bachelors,Life Sciences,3.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,3.0,2.0,4.0,2.0,2.0,2.0,12.6574,NY,46.0,Single,11.0,No Option Plan,Low
1726,M,55.0,Masters,Marketing,19.0,Sales,Low,Executive,6.0,Yes,Excellent,24.0,2.0,2.0,7.0,3.0,8.0,10.1162,NY,35.0,Single,17.0,No Option Plan,Low
1727,M,31.0,Bachelors,Life Sciences,1.0,Sales,High,Junior Associate,7.0,No,Excellent,3.0,3.0,4.0,0.0,0.0,0.0,19.0534,NJ,40.0,Single,14.0,No Option Plan,Low
1728,M,35.0,Masters,Marketing,4.0,Sales,Very High,Associate,0.0,Yes,Excellent,5.0,0.0,2.0,2.0,3.0,2.0,17.3473,NY,20.0,Married,18.0,Full Option Plan,Low
1729,M,31.0,Masters,Life Sciences,1.0,Sales,Medium,Junior Associate,1.0,No,Excellent,1.0,3.0,3.0,0.0,0.0,0.0,19.4302,NJ,37.0,Single,12.0,No Option Plan,Low
1730,M,25.0,Some College,Life Sciences,3.0,Sales,Low,Junior Associate,3.0,No,Excellent,6.0,2.0,3.0,2.0,2.0,2.0,13.3131,NY,26.0,Married,12.0,No Option Plan,Low
1731,M,46.0,Bachelors,Marketing,7.0,Sales,Low,Manager,4.0,No,Excellent,28.0,1.0,4.0,7.0,4.0,3.0,16.5033,NY,46.0,Divorced,11.0,Full Option Plan,Low
1732,M,28.0,Bachelors,Technical Degree,3.0,Sales,Low,Junior Associate,3.0,No,Excellent,5.0,3.0,4.0,2.0,1.0,2.0,7.3864,NY,39.0,Married,15.0,Full Option Plan,Low
1733,M,29.0,Bachelors,Technical Degree,5.0,Sales,Low,Associate,5.0,No,Excellent,7.0,4.0,1.0,3.0,0.0,0.0,6.4098,NY,40.0,Single,11.0,No Option Plan,Low
1734,M,34.0,Masters,Medical,15.0,Sales,Low,Associate,0.0,Yes,Outstanding,16.0,2.0,4.0,9.0,10.0,10.0,18.2046,NJ,46.0,Single,23.0,No Option Plan,Low
1735,F,30.0,Bachelors,Life Sciences,10.0,Sales,Medium,Associate,1.0,No,Excellent,10.0,4.0,3.0,8.0,6.0,7.0,1.0004,NY,44.0,Married,11.0,Full Option Plan,Low
1736,F,18.0,Some College,Medical,0.0,Sales,Medium,Junior Associate,1.0,Yes,Excellent,0.0,2.0,4.0,0.0,0.0,0.0,11.151,NY,27.0,Single,12.0,No Option Plan,Low
1737,M,35.0,Bachelors,Medical,13.0,Sales,Very High,Manager,9.0,No,Excellent,15.0,3.0,3.0,12.0,6.0,0.0,10.9425,NY,39.0,Married,17.0,No Option Plan,Low
1738,M,35.0,Some College,Medical,2.0,Finance,Low,Associate,6.0,Yes,Excellent,7.0,2.0,2.0,2.0,2.0,2.0,5.2541,NY,37.0,Divorced,14.0,Large Option Plan,Low
1739,M,35.0,Masters,Other,11.0,Finance,Very High,Associate,3.0,Yes,Outstanding,13.0,2.0,4.0,9.0,6.0,7.0,14.9258,NY,39.0,Single,24.0,No Option Plan,Low
1740,M,48.0,Some College,Medical,9.0,Finance,Very High,Junior Associate,2.0,Yes,Excellent,19.0,3.0,3.0,7.0,7.0,7.0,14.4656,NY,30.0,Married,11.0,Large Option Plan,Low
1741,M,23.0,Bachelors,Life Sciences,3.0,Finance,High,Junior Associate,1.0,Yes,Outstanding,3.0,2.0,3.0,2.0,0.0,2.0,3.3937,NY,26.0,Divorced,21.0,Full Option Plan,Low
1742,M,47.0,Bachelors,Life Sciences,23.0,Finance,High,Executive,7.0,No,Excellent,25.0,3.0,1.0,5.0,14.0,10.0,6.2426,NY,29.0,Married,11.0,No Option Plan,Low
1743,F,36.0,Doctorate,Marketing,2.0,Sales,Medium,Associate,5.0,Yes,Excellent,16.0,3.0,3.0,2.0,2.0,2.0,14.6652,NY,34.0,Divorced,13.0,Small Option Plan,Low
1744,M,32.0,Some College,Life Sciences,0.0,Sales,Low,Associate,6.0,No,Excellent,10.0,2.0,3.0,0.0,0.0,0.0,5.8253,NY,31.0,Single,15.0,No Option Plan,Low
1745,F,29.0,Bachelors,Marketing,2.0,Sales,Medium,Junior Associate,1.0,No,Excellent,2.0,3.0,3.0,2.0,2.0,2.0,2.6184,NJ,50.0,Single,13.0,No Option Plan,Low
1746,M,33.0,Bachelors,Life Sciences,0.0,Sales,Low,Manager,2.0,Yes,Outstanding,11.0,2.0,2.0,0.0,0.0,0.0,7.0909,NY,47.0,Single,20.0,No Option Plan,Low
1747,M,31.0,Masters,Marketing,1.0,Sales,Low,Manager,2.0,No,Excellent,10.0,2.0,3.0,0.0,0.0,0.0,8.9694,NJ,33.0,Married,13.0,Small Option Plan,Low
1748,M,21.0,Below College,Marketing,1.0,Sales,Medium,Junior Associate,1.0,No,Excellent,1.0,3.0,3.0,0.0,1.0,0.0,8.0053,NY,23.0,Single,13.0,No Option Plan,Low
1749,M,35.0,Bachelors,Life Sciences,10.0,Sales,High,Associate,1.0,Yes,Excellent,10.0,2.0,3.0,7.0,7.0,7.0,10.0608,NY,41.0,Single,18.0,No Option Plan,Low
1750,M,32.0,Masters,Marketing,2.0,Operations,High,Associate,7.0,Yes,Excellent,7.0,3.0,2.0,2.0,2.0,2.0,9.1183,NY,37.0,Single,12.0,No Option Plan,Low
1751,M,46.0,Bachelors,Life Sciences,8.0,Operations,High,Manager,5.0,No,Outstanding,14.0,2.0,3.0,7.0,0.0,7.0,22.1034,NJ,49.0,Married,21.0,Small Option Plan,Low
1752,M,30.0,Bachelors,Medical,1.0,Operations,Medium,Junior Associate,1.0,No,Excellent,1.0,3.0,2.0,0.0,0.0,0.0,7.6074,NY,24.0,Single,13.0,No Option Plan,Low
1753,M,29.0,Bachelors,Technical Degree,1.0,Operations,High,Junior Associate,1.0,No,Excellent,1.0,3.0,3.0,0.0,0.0,0.0,4.7245,NY,44.0,Single,17.0,No Option Plan,Low
1754,M,28.0,Some College,Marketing,2.0,Operations,Very High,Associate,3.0,Yes,Excellent,6.0,0.0,3.0,0.0,2.0,2.0,33.2581,NJ,31.0,Single,11.0,No Option Plan,Low
1755,M,31.0,Masters,Marketing,10.0,Sales,Low,Associate,1.0,Yes,Excellent,10.0,4.0,3.0,7.0,0.0,8.0,36.2697,NJ,34.0,Married,11.0,No Option Plan,Low
1756,F,53.0,Masters,Life Sciences,2.0,Sales,Low,Manager,6.0,Yes,Excellent,15.0,2.0,2.0,2.0,2.0,2.0,34.6113,NJ,22.0,Single,13.0,No Option Plan,Low
1757,M,23.0,Bachelors,Marketing,1.0,Sales,Very High,Junior Associate,1.0,No,Excellent,1.0,3.0,2.0,0.0,1.0,0.0,4.3117,NY,40.0,Married,19.0,Full Option Plan,Low
1758,F,50.0,Masters,Life Sciences,6.0,Sales,Medium,Associate,7.0,No,Excellent,12.0,3.0,3.0,3.0,0.0,1.0,22.4105,NJ,19.0,Divorced,12.0,Large Option Plan,Low
1759,M,50.0,Bachelors,Marketing,3.0,Sales,Very High,Manager,4.0,Yes,Excellent,20.0,3.0,3.0,2.0,2.0,0.0,32.8813,NJ,35.0,Divorced,13.0,Full Option Plan,Low
1760,M,41.0,Some College,Life Sciences,6.0,Sales,Medium,Associate,8.0,Yes,Excellent,8.0,0.0,1.0,4.0,0.0,5.0,33.3197,NJ,49.0,Single,11.0,No Option Plan,Low
1761,F,36.0,Masters,Life Sciences,5.0,Sales,High,Junior Associate,7.0,No,Outstanding,10.0,4.0,3.0,3.0,0.0,3.0,36.3979,NJ,29.0,Single,23.0,No Option Plan,Low
1762,M,39.0,Bachelors,Technical Degree,1.0,Sales,Very High,Associate,3.0,No,Excellent,19.0,6.0,4.0,0.0,0.0,0.0,22.7488,NJ,32.0,Married,14.0,Full Option Plan,Low
1763,F,50.0,Some College,Marketing,3.0,Sales,Low,Junior Associate,1.0,Yes,Excellent,3.0,2.0,3.0,2.0,0.0,2.0,35.4074,NJ,41.0,Married,14.0,No Option Plan,Low
1764,M,46.0,Some College,Medical,9.0,Sales,High,Manager,1.0,No,Excellent,9.0,3.0,3.0,8.0,4.0,7.0,21.6776,NJ,48.0,Single,16.0,No Option Plan,Low
1765,F,25.0,Bachelors,Marketing,6.0,Sales,High,Associate,1.0,Yes,Excellent,6.0,1.0,3.0,4.0,0.0,3.0,21.7471,NJ,41.0,Single,11.0,No Option Plan,Low
1766,M,31.0,Masters,Life Sciences,7.0,Marketing,Medium,Associate,4.0,Yes,Excellent,12.0,3.0,2.0,7.0,7.0,7.0,14.4813,NJ,37.0,Married,18.0,No Option Plan,Low
1767,M,19.0,Below College,Marketing,0.0,Marketing,Very High,Junior Associate,1.0,Yes,Excellent,0.0,2.0,2.0,0.0,0.0,0.0,25.6722,NJ,38.0,Single,19.0,No Option Plan,Low
1768,M,31.0,Bachelors,Life Sciences,2.0,Marketing,Medium,Associate,3.0,Yes,Excellent,4.0,2.0,3.0,2.0,2.0,2.0,32.9432,NJ,45.0,Married,11.0,Full Option Plan,Low
1769,M,19.0,Below College,Technical Degree,0.0,Marketing,High,Junior Associate,0.0,No,Outstanding,1.0,5.0,4.0,0.0,0.0,0.0,34.953,NJ,46.0,Single,21.0,No Option Plan,Low
1770,F,41.0,Some College,Marketing,4.0,Marketing,Medium,Junior Associate,1.0,Yes,Outstanding,4.0,5.0,2.0,3.0,0.0,2.0,29.2513,NJ,45.0,Single,22.0,No Option Plan,Low
1771,F,29.0,Bachelors,Marketing,10.0,Sales,Medium,Manager,1.0,No,Outstanding,10.0,3.0,2.0,4.0,1.0,9.0,39.6597,NJ,23.0,Married,22.0,Small Option Plan,Low
1772,M,32.0,Masters,Medical,14.0,Sales,Very High,Manager,1.0,No,Excellent,14.0,2.0,2.0,8.0,9.0,8.0,12.2129,NY,40.0,Married,11.0,No Option Plan,Low
1773,F,30.0,Masters,Marketing,6.0,Sales,High,Associate,5.0,No,Excellent,9.0,5.0,2.0,3.0,0.0,1.0,35.7768,NJ,30.0,Single,15.0,No Option Plan,Low
1774,M,26.0,Masters,Marketing,8.0,Sales,Very High,Associate,1.0,Yes,Excellent,8.0,0.0,3.0,7.0,7.0,4.0,18.8563,NY,49.0,Single,12.0,No Option Plan,Low
1775,M,39.0,Some College,Medical,1.0,Sales,Very High,Associate,4.0,Yes,Excellent,12.0,3.0,2.0,0.0,0.0,0.0,35.2596,NJ,35.0,Married,18.0,No Option Plan,Low
1776,F,21.0,Below College,Technical Degree,3.0,Sales,Low,Junior Associate,1.0,Yes,Excellent,3.0,3.0,3.0,2.0,1.0,2.0,4.498,NY,50.0,Single,11.0,No Option Plan,Low
1777,F,33.0,Bachelors,Marketing,1.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,11.4206,NY,19.0,Single,13.0,No Option Plan,Low
1778,M,41.0,Bachelors,Marketing,8.0,Sales,Low,Associate,1.0,No,Excellent,8.0,5.0,3.0,7.0,7.0,7.0,9.8718,NJ,46.0,Single,18.0,No Option Plan,Low
1779,F,40.0,Some College,Marketing,6.0,Sales,High,Associate,2.0,Yes,Excellent,8.0,6.0,3.0,4.0,1.0,0.0,35.8923,NJ,40.0,Married,12.0,Large Option Plan,Low
1780,F,21.0,Bachelors,Life Sciences,1.0,Sales,High,Junior Associate,1.0,No,Excellent,1.0,0.0,3.0,0.0,0.0,0.0,20.0557,NY,28.0,Single,15.0,No Option Plan,Low
1781,M,34.0,Bachelors,Marketing,5.0,Sales,Low,Associate,8.0,Yes,Excellent,9.0,3.0,2.0,2.0,0.0,4.0,30.1095,NJ,32.0,Single,13.0,No Option Plan,Low
1782,F,24.0,Below College,Technical Degree,5.0,Sales,Low,Junior Associate,1.0,Yes,Excellent,6.0,4.0,3.0,3.0,1.0,4.0,21.5614,NJ,46.0,Single,16.0,No Option Plan,Low
1783,F,34.0,Some College,Marketing,2.0,Sales,Very High,Junior Associate,0.0,No,Excellent,3.0,3.0,2.0,2.0,1.0,0.0,38.8912,NJ,30.0,Divorced,16.0,Full Option Plan,Low
1784,M,18.0,Bachelors,Marketing,0.0,Sales,Medium,Junior Associate,1.0,Yes,Excellent,0.0,3.0,3.0,0.0,0.0,0.0,7.1218,NY,41.0,Single,14.0,No Option Plan,Low
1785,F,32.0,Masters,Other,4.0,Sales,Very High,Associate,8.0,No,Excellent,6.0,2.0,3.0,2.0,1.0,2.0,36.6446,NJ,36.0,Married,12.0,No Option Plan,Low
1786,F,30.0,Masters,Life Sciences,1.0,Sales,Medium,Junior Associate,1.0,No,Excellent,1.0,2.0,4.0,0.0,0.0,0.0,33.111,NJ,43.0,Married,18.0,Full Option Plan,Low
1787,M,31.0,Masters,Medical,3.0,Sales,Medium,Associate,2.0,No,Excellent,9.0,2.0,1.0,1.0,1.0,2.0,33.9888,NJ,44.0,Divorced,17.0,No Option Plan,Low
1788,M,27.0,Below College,Marketing,4.0,Sales,High,Junior Associate,0.0,No,Excellent,5.0,3.0,3.0,3.0,0.0,2.0,38.098,NY,35.0,Divorced,11.0,Full Option Plan,Low
1789,M,45.0,Masters,Life Sciences,1.0,Information Technology,Low,Associate,2.0,No,Excellent,5.0,4.0,3.0,1.0,0.0,0.0,24.1378,NJ,21.0,Married,14.0,Large Option Plan,Low
1790,F,24.0,Some College,Life Sciences,2.0,Information Technology,Low,Associate,9.0,No,Excellent,4.0,3.0,3.0,2.0,2.0,0.0,4.1676,NY,20.0,Single,14.0,No Option Plan,Low
1791,M,50.0,Some College,Technical Degree,4.0,Information Technology,Medium,Associate,3.0,Yes,Excellent,18.0,4.0,3.0,3.0,1.0,3.0,34.5568,NJ,31.0,Married,14.0,Full Option Plan,Low
1792,F,47.0,Some College,Life Sciences,5.0,Information Technology,Medium,Associate,4.0,Yes,Excellent,8.0,2.0,3.0,4.0,1.0,3.0,24.079,NJ,23.0,Single,12.0,No Option Plan,Low
1793,M,26.0,Bachelors,Technical Degree,4.0,Information Technology,Very High,Associate,6.0,No,Excellent,6.0,2.0,2.0,3.0,1.0,2.0,39.0208,NJ,35.0,Single,17.0,No Option Plan,Low
1794,F,33.0,Bachelors,Marketing,3.0,Information Technology,Low,Associate,5.0,No,Excellent,6.0,3.0,3.0,2.0,0.0,2.0,20.3097,NJ,44.0,Single,15.0,No Option Plan,Low
1795,F,49.0,Bachelors,Marketing,9.0,Sales,High,Manager,1.0,No,Excellent,9.0,3.0,4.0,8.0,7.0,7.0,35.5219,NJ,49.0,Married,18.0,Large Option Plan,Low
1796,M,55.0,Below College,Medical,9.0,Sales,High,Associate,4.0,No,Excellent,12.0,3.0,2.0,7.0,7.0,3.0,32.8959,NJ,20.0,Single,16.0,No Option Plan,Low
1797,F,29.0,Bachelors,Medical,3.0,Sales,Medium,Junior Associate,6.0,Yes,Excellent,5.0,3.0,3.0,2.0,0.0,2.0,30.6207,NJ,38.0,Divorced,19.0,Small Option Plan,Low
1798,F,20.0,Bachelors,Medical,2.0,Operations,High,Junior Associate,1.0,No,Excellent,2.0,3.0,2.0,2.0,0.0,2.0,32.2195,NJ,21.0,Single,13.0,No Option Plan,Low
1799,F,25.0,Some College,Marketing,1.0,Operations,High,Junior Associate,1.0,Yes,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,27.1787,NJ,48.0,Married,18.0,Small Option Plan,Low
1800,M,19.0,Bachelors,Other,1.0,Operations,Very High,Junior Associate,1.0,Yes,Excellent,1.0,3.0,4.0,0.0,0.0,0.0,35.0739,NJ,24.0,Single,13.0,No Option Plan,Low
1801,M,36.0,Below College,Life Sciences,16.0,Operations,High,Manager,1.0,Yes,Excellent,16.0,6.0,3.0,7.0,3.0,7.0,12.9321,NY,33.0,Married,11.0,Full Option Plan,Low
1802,M,37.0,Masters,Life Sciences,14.0,Operations,Low,Manager,5.0,No,Excellent,17.0,2.0,1.0,1.0,11.0,7.0,32.3808,NJ,46.0,Married,11.0,No Option Plan,Low
1803,M,40.0,Bachelors,Life Sciences,1.0,Sales,Medium,Executive,4.0,Yes,Excellent,22.0,2.0,2.0,0.0,0.0,0.0,27.0228,NJ,43.0,Single,16.0,No Option Plan,Low
1804,F,26.0,Some College,Medical,2.0,Sales,Medium,Associate,8.0,No,Excellent,7.0,6.0,3.0,2.0,2.0,2.0,25.393,NJ,31.0,Single,18.0,No Option Plan,Low
1805,F,52.0,Below College,Marketing,32.0,Sales,Low,VP to C-Level,1.0,No,Excellent,33.0,3.0,3.0,14.0,6.0,9.0,38.357,NJ,44.0,Married,15.0,Full Option Plan,Low
1806,M,20.0,Bachelors,Marketing,2.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,2.0,3.0,3.0,2.0,0.0,2.0,38.4798,NJ,28.0,Single,14.0,No Option Plan,Low
1807,M,35.0,Bachelors,Technical Degree,8.0,Sales,Very High,Manager,0.0,Yes,Outstanding,9.0,2.0,3.0,7.0,4.0,7.0,9.6023,NY,44.0,Single,22.0,No Option Plan,Low
1808,F,50.0,Masters,Other,0.0,Sales,Very High,Associate,3.0,Yes,Excellent,7.0,4.0,3.0,0.0,0.0,0.0,33.6109,NJ,38.0,Single,14.0,No Option Plan,Low
1809,M,33.0,Masters,Marketing,5.0,Sales,Low,Associate,0.0,Yes,Excellent,6.0,3.0,3.0,2.0,0.0,3.0,35.513,NJ,49.0,Single,17.0,No Option Plan,Low
1810,F,29.0,Below College,Life Sciences,11.0,Sales,Very High,Manager,1.0,No,Excellent,11.0,3.0,1.0,8.0,3.0,10.0,19.6541,NY,31.0,Married,13.0,Full Option Plan,Low
1811,M,42.0,Bachelors,Life Sciences,21.0,Sales,High,Executive,0.0,Yes,Excellent,22.0,2.0,2.0,9.0,13.0,14.0,37.233,NJ,36.0,Single,12.0,No Option Plan,Low
1812,M,43.0,Bachelors,Marketing,4.0,Sales,Low,Associate,8.0,No,Excellent,7.0,2.0,2.0,3.0,1.0,3.0,32.992,NJ,40.0,Single,13.0,No Option Plan,Low
1813,F,25.0,Below College,Life Sciences,1.0,Sales,High,Junior Associate,1.0,Yes,Excellent,1.0,4.0,3.0,0.0,1.0,0.0,33.375,NJ,48.0,Single,14.0,No Option Plan,Low
1814,F,45.0,Bachelors,Marketing,24.0,Sales,Low,VP to C-Level,2.0,Yes,Excellent,26.0,2.0,3.0,10.0,1.0,11.0,24.156,NJ,30.0,Single,16.0,No Option Plan,Low
1815,M,40.0,Masters,Marketing,5.0,Sales,Very High,Manager,2.0,Yes,Excellent,9.0,2.0,3.0,4.0,1.0,0.0,23.4763,NJ,19.0,Single,12.0,No Option Plan,Low
1816,M,52.0,Bachelors,Life Sciences,8.0,Sales,Medium,Manager,9.0,Yes,Excellent,10.0,2.0,2.0,7.0,7.0,7.0,13.9769,NJ,25.0,Single,19.0,No Option Plan,Low
1817,F,31.0,Bachelors,Life Sciences,3.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,3.0,2.0,4.0,2.0,2.0,2.0,8.5908,NY,46.0,Single,11.0,No Option Plan,Low
1818,M,55.0,Masters,Marketing,19.0,Sales,Low,Executive,6.0,Yes,Excellent,24.0,2.0,2.0,7.0,3.0,8.0,28.916,NJ,35.0,Single,17.0,No Option Plan,Low
1819,F,31.0,Bachelors,Life Sciences,1.0,Sales,High,Junior Associate,7.0,No,Excellent,9.0,3.0,4.0,0.0,0.0,0.0,29.4855,NJ,40.0,Single,14.0,No Option Plan,Low
1820,M,35.0,Masters,Marketing,4.0,Sales,Very High,Associate,0.0,Yes,Excellent,5.0,0.0,2.0,2.0,3.0,2.0,33.0297,NJ,20.0,Married,18.0,Full Option Plan,Low
1821,M,31.0,Masters,Life Sciences,1.0,Finance,Medium,Junior Associate,1.0,No,Excellent,1.0,3.0,3.0,0.0,0.0,0.0,14.6736,NY,37.0,Single,12.0,No Option Plan,Low
1822,F,25.0,Some College,Life Sciences,3.0,Finance,Low,Junior Associate,3.0,No,Excellent,6.0,2.0,3.0,2.0,2.0,2.0,9.3164,NY,26.0,Married,12.0,No Option Plan,Low
1823,M,46.0,Bachelors,Marketing,7.0,Finance,Low,Manager,4.0,No,Excellent,28.0,1.0,4.0,7.0,4.0,3.0,20.692,NJ,46.0,Divorced,11.0,Full Option Plan,Low
1824,M,28.0,Bachelors,Technical Degree,3.0,Finance,Low,Junior Associate,3.0,No,Excellent,8.0,3.0,4.0,2.0,1.0,2.0,37.3867,NY,39.0,Married,15.0,Full Option Plan,Low
1825,M,29.0,Bachelors,Technical Degree,5.0,Finance,Low,Associate,5.0,No,Excellent,7.0,4.0,1.0,3.0,0.0,0.0,19.2792,NY,40.0,Single,11.0,No Option Plan,Low
1826,M,34.0,Masters,Medical,15.0,Sales,Low,Associate,0.0,Yes,Outstanding,16.0,2.0,4.0,9.0,10.0,10.0,15.0718,NY,46.0,Single,23.0,No Option Plan,Low
1827,F,30.0,Bachelors,Life Sciences,10.0,Sales,Medium,Associate,1.0,No,Excellent,10.0,4.0,3.0,8.0,6.0,7.0,28.1912,NJ,44.0,Married,11.0,Full Option Plan,Low
1828,F,18.0,Some College,Medical,0.0,Sales,Medium,Junior Associate,1.0,Yes,Excellent,0.0,2.0,4.0,0.0,0.0,0.0,38.8943,NJ,27.0,Single,12.0,No Option Plan,Low
1829,M,35.0,Bachelors,Medical,13.0,Sales,Very High,Manager,9.0,No,Excellent,15.0,3.0,3.0,12.0,6.0,0.0,32.3069,NJ,39.0,Married,17.0,No Option Plan,Low
